Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,target,Rating color,Rating text,Votes
17258350,Flying Mango,216.0,Des Moines,"4345 Hickman Rd, Des Moines, IA 50310",Beaverdale,"Beaverdale, Des Moines",-93.677638,41.614965,"BBQ, Caribbean, Cajun",40.0,Dollar($),No,No,No,No,3.0,4.5,Dark Green,Excellent,674.0
305242,Spices & Sauces,1.0,Gurgaon,"City Mark Hotel, Mahavir Chowk, Near Sector 12, Gurgaon",Sector 12,"Sector 12, Gurgaon",,-42.206274079274976,"North Indian, Continental",1500.0,Indian Rupees(Rs.),Yes,No,No,No,3.0,3.0,Orange,Average,
18449659,Sen's Sational Xpress Kitchen,1.0,Noida,"Shop 2, C Block Market, Sector 39, Noida",Sector 39,"Sector 39, Noida",,0.0,"North Indian, Mughlai",600.0,Indian Rupees(Rs.),No,Yes,No,No,2.0,3.0,Orange,Average,7.0
18425995,Texas Roadhouse,,Doha,"Ground Floor, Mall Of Qatar, Dukhan Highway, Al Gharafa, Doha","Mall of Qatar, Al Gharafa","Mall of Qatar, Al Gharafa, Doha",51.3500471,,"Steak, American",250.0,Qatari Rial(QR),No,No,No,No,,4.0,Green,Very Good,41.0
308750,Adarsh Kulfi,-291.05966926329165,Noida,"Food Court, Ground Floor, Supertech Shoprix Mall, Sector 61, Noida","Supertech Shopprix Mall, Sector 61","Supertech Shopprix Mall, Sector 61, Noida",77.3648332,28.5971027,Ice Cream,,Indian Rupees(Rs.),No,No,No,No,1.0,0.0,White,Not rated,
9210,Gupta Rasoi,,New Delhi,"60, DDA Mini Market, Opposite Chiranjiv Tower, Nehru Place, New Delhi",Nehru Place,"Nehru Place, New Delhi",77.2500794,28.5494455,North Indian,200.0,Indian Rupees(Rs.),No,No,No,No,1.0,0.0,White,Not rated,1.0
1920,Gopala,1.0,Gurgaon,"D-85, Shopping Mall, Arjun Marg, DLF Phase 1, Gurgaon","Shopping Mall, DLF Phase 1","Shopping Mall, DLF Phase 1, Gurgaon",77.0998689,28.4658365,"Mithai, Street Food",250.0,Indian Rupees(Rs.),No,No,No,No,,3.4,Orange,Average,
18371414,Apni Rasoi,1.0,New Delhi,"Plot 2, Shyam Enclave, Main Goyla Road, Deen Pur, Najafgarh, New Delhi",Najafgarh,"Najafgarh, New Delhi",,,"Mughlai, North Indian",,Indian Rupees(Rs.),No,No,No,No,1.0,0.0,White,Not rated,
18383481,Juice Lounge,1.0,Noida,"Food Court, 3rd Floor, Logix City Centre, Sector 32, Near Sector 34, Noida","Logix City Centre, Sector 32, Noida","Logix City Centre, Sector 32, Noida, Noida",77.35367786,28.57419684,"Juices, Fast Food",300.0,Indian Rupees(Rs.),No,No,No,No,1.0,0.0,White,Not rated,
18357945,The Daily,1.0,Gurgaon,"3-5, Shiv Narayan Complex, Near Prachin Hanuman Mandir, Sikandarpur, Gurgaon",Sikandarpur,"Sikandarpur, Gurgaon",77.0967623,28.4834802,"Bakery, Fast Food",,Indian Rupees(Rs.),No,No,No,No,1.0,0.0,White,Not rated,0.0
310705,Hangchuaa's Chinese Food Corner,,New Delhi,"435, Leela Ram Market, Masjid Moth, South Extension 2, New Delhi",South Extension 2,"South Extension 2, New Delhi",77.21891731,28.56432472,Chinese,,Indian Rupees(Rs.),No,No,No,No,2.0,3.1,Orange,Average,20.0
308189,Moradabadi Biryani,1.0,New Delhi,"E 361, Double Storey, Ramesh Nagar, Near, Kirti Nagar, New Delhi",Kirti Nagar,"Kirti Nagar, New Delhi",77.1306799,-42.206274079274976,"Lucknowi, Biryani",,Indian Rupees(Rs.),No,No,No,No,1.0,3.1,Orange,Average,9.0
305040,Uncle's Kabab Point,1.0,New Delhi,"103-A/1, Sudershan Cinema Road, Gautam Nagar, Hauz Khas, New Delhi",Hauz Khas,"Hauz Khas, New Delhi",77.2120463,28.5639463,"Fast Food, North Indian",350.0,Indian Rupees(Rs.),No,Yes,No,No,1.0,3.4,Orange,Average,59.0
18486776,Chandu Chat Bhandar,1.0,Noida,"Amrapali Arcade, Sector 45, Noida, Delhi NCR",Sector 45,"Sector 45, Noida",0.0,0.0,Street Food,150.0,Indian Rupees(Rs.),No,No,No,No,1.0,0.0,White,Not rated,0.0
20747,India Restaurant,1.0,Kolkata,"Ground Floor, 1st Floor, 2nd Floor, 34, Karl Marx Sarani, Kidderpore, Kolkata",Kidderpore,"Kidderpore, Kolkata",88.3223365,22.5389989,"Biryani, North Indian, Chinese, Mughlai",800.0,Indian Rupees(Rs.),Yes,Yes,No,No,,4.6,Dark Green,Excellent,1219.0
18378050,Bromfy Public House,1.0,New Delhi,"Shop 5-8, Pankaj Arcade, Near Fawara Chowk, Rani Bagh, Pitampura, New Delhi",Pitampura,"Pitampura, New Delhi",77.1348248,28.68867,"Continental, Italian, North Indian, Lebanese",1600.0,Indian Rupees(Rs.),No,No,No,No,3.0,2.8,Orange,Average,
300452,Cabana's Kabab & Curry's,1.0,New Delhi,"I-1, Kirti Nagar, New Delhi",Kirti Nagar,"Kirti Nagar, New Delhi",,,"North Indian, Mughlai, Chinese",450.0,Indian Rupees(Rs.),No,No,No,No,,3.3,Orange,Average,
18396425,ProFit Kitchen,,Noida,"Opposite Shani Mandir, Sector 41, Noida",Sector 41,"Sector 41, Noida",77.3592512,28.5614308,Healthy Food,,Indian Rupees(Rs.),No,Yes,No,No,,3.4,Orange,Average,-2241.181684342359
18352171,Mogambo Kitchen,1.0,Gurgaon,"Plot 581, Phase 5, Udyog Vihar, Gurgaon",Udyog Vihar,"Udyog Vihar, Gurgaon",77.0834007,28.4978821,North Indian,200.0,Indian Rupees(Rs.),No,No,No,No,1.0,0.0,White,Not rated,0.0
18265716,Food Ka Adda,1.0,Gurgaon,"Plot 481, Ground Floor, Phase 5, Udyog Vihar, Gurgaon",Udyog Vihar,"Udyog Vihar, Gurgaon",77.0859902,,"North Indian, Chinese, South Indian",400.0,Indian Rupees(Rs.),No,No,No,No,,0.0,White,Not rated,
16668008,Arigato Sushi,37.0,Yorkton,"14 Second Ave North, Yorkton, SK S3N 1G1",Yorkton,"Yorkton, Yorkton",-102.4613173,51.2106824,Asian,25.0,Dollar($),No,No,No,No,2.0,3.3,Orange,Average,26.0
18353030,Oh My!,1.0,Faridabad,"Shop 45, Ground floor, SLF MALL, IP Colony, Sector 30, Faridabad",Sector 30,"Sector 30, Faridabad",0.0,0.0,"Chinese, Fast Food",300.0,Indian Rupees(Rs.),No,No,No,No,,0.0,White,Not rated,2.0
5458,Pt. Gaya Prasad Shiv Charan Paranthe Wale,1.0,New Delhi,"34, Gali Paranthe Wali, Chandni Chowk, New Delhi",Chandni Chowk,"Chandni Chowk, New Delhi",,28.6561011,North Indian,150.0,Indian Rupees(Rs.),No,No,No,No,1.0,3.6,Yellow,Good,-2241.181684342359
18241862,The Junkyard Cafí©,,New Delhi,"2nd & 3rd Floor, J-2/12 BK Dutt Market, Rajouri Garden, New Delhi",Rajouri Garden,"Rajouri Garden, New Delhi",77.1195347,28.6473261,"North Indian, Mediterranean, Asian",-37177.57166143142,Indian Rupees(Rs.),Yes,No,No,No,3.0,3.8,Yellow,Good,305.0
3972,Khalsa,1.0,New Delhi,"50 & 51, New Janta Market, Club Road, Paschim Puri Chowk, Punjabi Bagh, New Delhi",Punjabi Bagh,"Punjabi Bagh, New Delhi",77.11728808,28.66676065,North Indian,550.0,Indian Rupees(Rs.),No,Yes,No,No,2.0,2.7,Orange,Average,
2700008,Jungli Moon Dance Restaurant,1.0,Ranchi,"4th Floor, Shree Nand Bhawan, Near Income Tax Office, Main Road, Kanka, Ranchi",Kanka,"Kanka, Ranchi",85.32573056,-42.206274079274976,"North Indian, South Indian, Chinese",500.0,Indian Rupees(Rs.),No,No,No,No,2.0,3.1,Orange,Average,26.0
2565,Sethi's Delicacy,1.0,Faridabad,"9 & 10, Main Market, Sector 15, Faridabad",Sector 15,"Sector 15, Faridabad",,,"Fast Food, Bakery",150.0,Indian Rupees(Rs.),No,No,No,No,1.0,3.8,Yellow,Good,75.0
311421,Lucky's Bakery and Patisserie,-291.05966926329165,New Delhi,"2/80, Club Road, West Punjabi Bagh, Punjabi Bagh, New Delhi",Punjabi Bagh,"Punjabi Bagh, New Delhi",,,"Bakery, Desserts",400.0,Indian Rupees(Rs.),No,Yes,No,No,1.0,3.9,Yellow,Good,89.0
310803,Bablu Kabab Shop,1.0,New Delhi,"Shop 42, DDA Market, Near Taxi Stand, Ashok Vihar Phase 3, New Delhi",Ashok Vihar Phase 3,"Ashok Vihar Phase 3, New Delhi",77.1781273,28.6919464,"North Indian, Mughlai",500.0,Indian Rupees(Rs.),No,No,No,No,,3.1,Orange,Average,10.0
4376,Tea Lounge - The Ashok,,New Delhi,"The Ashok, 50-B, Kautilya Marg, Diplomatic Enclave, Chanakyapuri, New Delhi","The Ashok, Chanakyapuri","The Ashok, Chanakyapuri, New Delhi",77.1960071,28.5969975,Cafe,1600.0,Indian Rupees(Rs.),No,No,No,No,3.0,3.2,Orange,Average,18.0
18034079,Tpot,1.0,Noida,"A-14, Eco Towers, Sector 125, Noida",Sector 125,"Sector 125, Noida",,28.5445167,Cafe,400.0,Indian Rupees(Rs.),No,Yes,No,No,1.0,3.6,Yellow,Good,-2241.181684342359
18279913,Tasha's Artisan Foods,,Gurgaon,"E-15, Greenwoods City, Sector 45, Gurgaon Near Sector 45",Sector 45,"Sector 45, Gurgaon",77.0593546,28.4447042,"Bakery, Desserts",,Indian Rupees(Rs.),No,No,No,No,1.0,3.2,Orange,Average,
18423867,Aggarwal Sweet India,,New Delhi,"A1/1, West Jyoti Nagar, Bhairon Baba Market, Durgapuri Chowk, Shahdara, New Delhi",Shahdara,"Shahdara, New Delhi",,28.6896366,"Mithai, Fast Food",300.0,Indian Rupees(Rs.),No,No,No,No,1.0,0.0,White,Not rated,
18465802,Aradhya Restaurant,1.0,New Delhi,"Shop 50, Gali 1, Saiyadulajab, Saket, New Delhi",Saket,"Saket, New Delhi",,28.51751975,"Chinese, North Indian",200.0,Indian Rupees(Rs.),No,No,No,No,,0.0,White,Not rated,-2241.181684342359
18014129,Hungry Ullu,,Noida,"Main Market, Sector 50, Noida",Sector 50,"Sector 50, Noida",77.3640969,28.56872955,Fast Food,500.0,Indian Rupees(Rs.),No,Yes,No,No,2.0,3.3,Orange,Average,141.0
8074,Saheb's Restaurant,1.0,Noida,"3, I-25, Sector 12, Noida",Sector 12,"Sector 12, Noida",77.3378109,28.5969146,"North Indian, Chinese, Mughlai, Fast Food",,Indian Rupees(Rs.),No,No,No,No,2.0,2.7,Orange,Average,
9565,Flavours of Tibet,1.0,New Delhi,"70-D, 1st Floor, Humayunpur Chowk, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi",77.19393991,28.56177343,"Tibetan, Chinese",,Indian Rupees(Rs.),No,Yes,No,No,,3.3,Orange,Average,141.0
18433297,China Pan,1.0,New Delhi,"16 A, Ward 1, LIC Building, Mehrauli, New Delhi",Mehrauli,"Mehrauli, New Delhi",,28.5265467,"Chinese, Fast Food",200.0,Indian Rupees(Rs.),No,No,No,No,-3.4504263169522864,0.0,White,Not rated,0.0
308905,Annapurna Caters,-291.05966926329165,New Delhi,"17/30, Aashirwad Complex, Tilak Nagar, New Delhi",Tilak Nagar,"Tilak Nagar, New Delhi",77.0934526,28.6376488,North Indian,200.0,Indian Rupees(Rs.),No,No,No,No,1.0,0.0,White,Not rated,2.0
18336212,Zizo,,Noida,"405-406, 3rd Floor, DLF Mall Of India, Sector 18, Noida","DLF Mall of India, Sector 18,  Noida","DLF Mall of India, Sector 18,  Noida, Noida",77.32097905,28.56646341,"Lebanese, Mediterranean, Middle Eastern, Arabian",,Indian Rupees(Rs.),Yes,Yes,No,No,3.0,3.8,Yellow,Good,
18420424,South Indian Food Plaza,1.0,New Delhi,"6/2, D Block Market, Opposite Arwachin School, Vivek Vihar, New Delhi",Vivek Vihar,"Vivek Vihar, New Delhi",77.31824689,,South Indian,250.0,Indian Rupees(Rs.),No,No,No,No,1.0,0.0,White,Not rated,0.0
3300369,Eat Street Express,1.0,Nagpur,"Shraddhanandpeth Square, Opposite A-Square Building, Abhyankar Road, Near, Bajaj Nagar, Nagpur",Bajaj Nagar,"Bajaj Nagar, Nagpur",79.05922417,21.12499944,"North Indian, Chinese",500.0,Indian Rupees(Rs.),No,Yes,No,No,2.0,4.0,Green,Very Good,
18373071,Jugmug Thela,,New Delhi,"Shed 4, Khasra 258, Behind Kuldeep House, Lane 3, Westend Marg, Saidulajab, Saket, New Delhi",Saket,"Saket, New Delhi",77.199805,28.517316,Beverages,200.0,Indian Rupees(Rs.),No,No,No,No,1.0,3.8,Yellow,Good,25.0
6901062,The Warehouse Cafe,,Birmingham,"54-57 Allison Street, Digbeth, Birmingham B5 5TH",Digbeth,"Digbeth, Birmingham",,52.477388,"British, Cafe",20.0,Pounds(£),No,No,No,No,2.0,3.8,Yellow,Good,
301532,Mughal Chic Inn,1.0,New Delhi,"Near Petrol Pump, Hatoda Ram Park, Main, Lawrence Road, New Delhi",Lawrence Road,"Lawrence Road, New Delhi",77.1580879,28.6862629,"Mughlai, North Indian",600.0,Indian Rupees(Rs.),No,No,No,No,-3.4504263169522864,3.3,Orange,Average,
230,Domino's Pizza,1.0,Gurgaon,"4-C, Ground Floor, Omaxe Gurgaon Mall, Sohna Road, Gurgaon",Omaxe Gurgaon Mall,"Omaxe Gurgaon Mall, Gurgaon",77.0431785,28.4113952,"Pizza, Fast Food",700.0,Indian Rupees(Rs.),No,No,No,No,,2.4,Red,Poor,112.0
18458315,KD's Hunger Point,1.0,Noida,"Shop 1A, Hansraj Complex, Sector 31, Noida",Sector 31,"Sector 31, Noida",0.0,0.0,"North Indian, Chinese",200.0,Indian Rupees(Rs.),No,No,No,No,1.0,3.7,Yellow,Good,49.0
6318506,Ooma,162.0,Mandaluyong City,"Third Floor, Mega Fashion Hall, SM Megamall, Ortigas, Mandaluyong City","SM Megamall, Ortigas, Mandaluyong City","SM Megamall, Ortigas, Mandaluyong City, Mandaluyong City",121.056475,14.585318,"Japanese, Sushi",1500.0,Botswana Pula(P),No,No,No,No,4.0,4.9,Dark Green,Excellent,
18396412,CHA,1.0,Gurgaon,"Shop 99, HUDA Market, Sector 32, Near Sector 31, Gurgaon",Sector 31,"Sector 31, Gurgaon",77.0446703,28.4457809,"Beverages, Fast Food",200.0,Indian Rupees(Rs.),No,No,No,No,1.0,3.2,Orange,Average,
201,Domino's Pizza,1.0,New Delhi,"18/27, East Patel Nagar Market, East Patel Nagar, New Delhi",East Patel Nagar,"East Patel Nagar, New Delhi",,28.6453402,"Pizza, Fast Food",700.0,Indian Rupees(Rs.),No,No,No,No,,3.5,Yellow,Good,119.0
18425771,Letz Roll,,New Delhi,"Narmada Shopping Complex, Opposite Don Bosco School, Alaknanda, New Delhi",Alaknanda,"Alaknanda, New Delhi",77.2468466,28.5278902,"Ice Cream, Desserts",-37177.57166143142,Indian Rupees(Rs.),No,No,No,No,,3.6,Yellow,Good,14.0
9855,Hirdesh Eating Point,1.0,New Delhi,"Main Market, Near Eating Point, Shakarpur, New Delhi",Shakarpur,"Shakarpur, New Delhi",,28.6296634,North Indian,200.0,Indian Rupees(Rs.),No,No,No,No,,0.0,White,Not rated,
2595,Kolkata Biryani House,1.0,New Delhi,"Shop 49, Ground Floor, Market 1, Chittaranjan Park, New Delhi",Chittaranjan Park,"Chittaranjan Park, New Delhi",,28.54032355,"North Indian, Mughlai, Biryani",500.0,Indian Rupees(Rs.),No,Yes,No,No,2.0,3.4,Orange,Average,
2800881,Plot 17,1.0,Vizag,"Plot 17, Gangapur Layout, Siripuram, Vizag",Siripuram,"Siripuram, Vizag",,,"Burger, Pizza, Biryani",600.0,Indian Rupees(Rs.),No,No,No,No,2.0,4.3,Green,Very Good,172.0
18281981,Food Brigade,1.0,Noida,"1, Ground Floor, Unit A-13/2,3,4  Highway Tower 1, Near Jaypee College, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.37389041,28.62840758,"North Indian, South Indian, Chinese, Fast Food",,Indian Rupees(Rs.),No,No,No,No,1.0,3.2,Orange,Average,15.0
18357568,Chicken Point,1.0,New Delhi,"Shop 81, Ring Road Market, Sarojini Nagar, New Delhi",Sarojini Nagar,"Sarojini Nagar, New Delhi",,,"Mughlai, North Indian",600.0,Indian Rupees(Rs.),No,No,No,No,2.0,0.0,White,Not rated,0.0
18237941,Pind Balluchi,,Gurgaon,"112/112-A, 1st Floor, ILD Trade Centre, Near Subhash Chowk, Sohna Road, Gurgaon"," ILD Trade Centre Mall, Sohna Road"," ILD Trade Centre Mall, Sohna Road, Gurgaon",77.0392204,28.4249125,"North Indian, Mughlai",,Indian Rupees(Rs.),Yes,Yes,No,No,2.0,2.7,Orange,Average,
